train_loss,train_acc,val_loss,val_acc,test_loss,test_acc
0.6427659392356873,0.7055555555555556,0.7329551577568054,0.11666666666666667,0.7338503897190094,0.42803030303030304
0.6286302208900452,0.7111111111111111,0.7410277128219604,0.11666666666666667,0.7422379851341248,0.4876893939393939
0.6147254705429077,0.7888888888888889,0.7435652017593384,0.11666666666666667,0.7432796061038971,0.459280303030303
0.6035066246986389,0.8888888888888888,0.744259774684906,0.11666666666666667,0.7447295188903809,0.5473484848484849
0.5958104729652405,0.9222222222222223,0.7430156469345093,0.11666666666666667,0.7421718239784241,0.5909090909090908
0.582268238067627,0.9166666666666666,0.7396814227104187,0.11666666666666667,0.7413882613182068,0.6089015151515151
0.5703772902488708,0.9111111111111111,0.73490971326828,0.11666666666666667,0.7317445278167725,0.6268939393939394
0.5541009306907654,0.9222222222222223,0.7242825627326965,0.13333333333333333,0.7193897068500519,0.6382575757575757
0.5541939735412598,0.9388888888888889,0.7093942761421204,0.31666666666666665,0.7068134546279907,0.6354166666666667
0.5245475769042969,0.9555555555555556,0.6867544651031494,0.5833333333333334,0.6828514933586121,0.6278409090909091
0.5010080933570862,0.9611111111111111,0.6654115319252014,0.7166666666666667,0.6626540422439575,0.5729166666666667
0.48105815052986145,0.9611111111111111,0.6562865376472473,0.75,0.6511471569538116,0.5615530303030303
0.4530099630355835,0.9611111111111111,0.6644486784934998,0.6,0.6551473736763,0.5757575757575757
0.4258918762207031,0.9666666666666667,0.6531365513801575,0.6166666666666667,0.6436907947063446,0.5710227272727273
0.4206690490245819,0.9777777777777777,0.5943823456764221,0.8333333333333334,0.5812058448791504,0.5615530303030303
0.3797151446342468,0.9777777777777777,0.5020894408226013,0.9166666666666666,0.5154890716075897,0.5445075757575758
0.3672028183937073,0.9833333333333333,0.5328344702720642,0.9166666666666666,0.5239729285240173,0.571969696969697
0.3406563401222229,0.9833333333333333,0.5385013818740845,0.8833333333333333,0.5308469831943512,0.6051136363636364
0.33338212966918945,0.9888888888888889,0.4349595606327057,0.9166666666666666,0.45510241389274597,0.6041666666666667
0.312916100025177,1.0,0.4356466829776764,0.9166666666666666,0.44307741522789,0.6268939393939394
0.2870958745479584,1.0,0.45066410303115845,0.9166666666666666,0.43866005539894104,0.6922348484848485
0.26159751415252686,1.0,0.3490830063819885,0.8833333333333333,0.35909686982631683,0.6240530303030303
0.2593276798725128,1.0,0.45288264751434326,0.8833333333333333,0.4526451975107193,0.7035984848484849
0.22466842830181122,1.0,0.3243922293186188,0.8833333333333333,0.33745381236076355,0.6496212121212122
0.2007495015859604,1.0,0.32566362619400024,0.8833333333333333,0.3443266600370407,0.6827651515151515
0.22332099080085754,1.0,0.292616069316864,0.8833333333333333,0.3336644917726517,0.6268939393939394
0.17383025586605072,1.0,0.360678493976593,0.8666666666666667,0.35010477900505066,0.712121212121212
0.16503426432609558,1.0,0.32886365056037903,0.8833333333333333,0.32638460397720337,0.6998106060606061
0.17140915989875793,1.0,0.3141821026802063,0.8833333333333333,0.3295470029115677,0.6458333333333333
0.14770826697349548,1.0,0.384122759103775,0.8666666666666667,0.347183421254158,0.7537878787878788
0.15787941217422485,1.0,0.29357579350471497,0.8833333333333333,0.2955929785966873,0.65625
0.2356533408164978,1.0,0.33048900961875916,0.8833333333333333,0.3098174184560776,0.7395833333333333
0.1419302225112915,1.0,0.2894135117530823,0.8833333333333333,0.28605663776397705,0.6363636363636364
0.16680826246738434,1.0,0.31895172595977783,0.9333333333333333,0.33562980592250824,0.7225378787878788
0.1415708214044571,1.0,0.35947245359420776,0.8333333333333334,0.3149403929710388,0.6875
0.13939432799816132,1.0,0.28543612360954285,0.9,0.31265345215797424,0.6051136363636364
0.10696890950202942,1.0,0.767978847026825,0.6,0.5919901430606842,0.8229166666666667
0.10914811491966248,1.0,0.32413432002067566,0.9,0.27203135192394257,0.6732954545454546
0.09337291121482849,1.0,0.3010924756526947,0.8833333333333333,0.35062920302152634,0.5823863636363636
0.0938471108675003,1.0,0.4160894453525543,0.8666666666666667,0.3750610053539276,0.7973484848484849
0.10350731015205383,1.0,0.5017006993293762,0.8,0.41125546395778656,0.8020833333333334
0.08729744702577591,1.0,0.28579095005989075,0.9333333333333333,0.29331667721271515,0.6543560606060606
0.10753852874040604,1.0,0.28125423192977905,0.9166666666666666,0.2852136343717575,0.6515151515151515
0.08261279761791229,1.0,0.4525507390499115,0.85,0.3821922838687897,0.790719696969697
0.08393391966819763,1.0,0.4431039094924927,0.8333333333333334,0.36747168004512787,0.803030303030303
