,0,1,2,3,4,5,6,7,8
0,0.0,28.535652,33.91804,31.835052,29.47593,38.6167,29.992058,35.89952,45.958813
1,28.535652,0.0,36.56906,34.23631,33.54866,39.66913,30.653667,35.04831,46.114357
2,33.91804,36.56906,0.0,38.180847,36.70058,42.20025,38.844185,39.677742,49.922207
3,31.835052,34.23631,38.180847,0.0,35.651726,41.029076,34.952797,37.2696,51.204586
4,29.47593,33.54866,36.70058,35.651726,0.0,38.75921,33.65246,37.596607,48.975693
5,38.6167,39.66913,42.20025,41.029076,38.75921,0.0,41.37378,38.047993,46.242386
6,29.992058,30.653667,38.844185,34.952797,33.65246,41.37378,0.0,36.001156,48.87105
7,35.89952,35.04831,39.677742,37.2696,37.596607,38.047993,36.001156,0.0,42.84262
8,45.958813,46.114357,49.922207,51.204586,48.975693,46.242386,48.87105,42.84262,0.0
