train_loss,train_acc,val_loss,val_acc,test_loss,test_acc
0.5386781096458435,0.95,0.7164451479911804,0.06666666666666667,0.7124331295490265,0.42798774259448413
0.5207664966583252,0.95,0.7109648585319519,0.06666666666666667,0.7088938057422638,0.491317671092952
0.47242820262908936,0.95,0.7018252611160278,0.15,0.7007634043693542,0.6220633299284986
0.4284205138683319,0.9611111111111111,0.6880067586898804,0.7333333333333333,0.6890180110931396,0.7374872318692544
0.38768652081489563,0.9888888888888889,0.6862524151802063,0.6666666666666666,0.6869078576564789,0.7017364657814096
0.3185987174510956,1.0,0.6495228409767151,0.8333333333333334,0.6514392495155334,0.6649642492339121
0.28745272755622864,1.0,0.6406933665275574,0.7166666666666667,0.6317917704582214,0.6332992849846782
0.23451447486877441,1.0,0.6030674576759338,0.7166666666666667,0.5990972518920898,0.6567926455566905
0.20988790690898895,1.0,0.4698784649372101,0.9333333333333333,0.5039090514183044,0.7446373850868232
0.16776567697525024,1.0,0.42632946372032166,0.9333333333333333,0.4569203555583954,0.8314606741573034
0.1627558320760727,1.0,0.30658799409866333,0.9333333333333333,0.3971342593431473,0.8161389172625129
0.1162806898355484,1.0,0.2742936909198761,0.9333333333333333,0.3735494166612625,0.8784473953013279
0.09885737299919128,1.0,0.1982392966747284,0.9333333333333333,0.2953409105539322,0.8927477017364658
0.07370315492153168,1.0,0.18724189698696136,0.9666666666666667,0.31275051832199097,0.881511746680286
0.06089502573013306,1.0,0.16295155882835388,0.9333333333333333,0.26096587628126144,0.8845760980592441
0.05657191574573517,1.0,0.1733078509569168,0.9333333333333333,0.30265773087739944,0.9019407558733401
0.06520213186740875,1.0,0.17201991379261017,0.9333333333333333,0.34668585658073425,0.8917262512768132
0.05761990696191788,1.0,0.1255148947238922,0.95,0.24997925013303757,0.8917262512768132
0.04886281117796898,1.0,0.10587596893310547,0.95,0.28489649295806885,0.8896833503575077
0.03745688125491142,1.0,0.18167807161808014,0.9333333333333333,0.38547439873218536,0.8651685393258426
0.032437946647405624,1.0,0.11683036386966705,0.95,0.34201718121767044,0.9274770173646578
0.02473089098930359,1.0,0.11822579056024551,0.9666666666666667,0.37912505865097046,0.8539325842696629
0.030425535514950752,1.0,0.17161522805690765,0.9333333333333333,0.3853168785572052,0.7732379979570991
0.023082852363586426,1.0,0.19306708872318268,0.9333333333333333,0.44634631276130676,0.7293156281920326
0.01784125342965126,1.0,0.17110083997249603,0.95,0.39399589598178864,0.7538304392236976
0.019969889894127846,1.0,0.11852913349866867,0.95,0.2748199477791786,0.7926455566905004
0.021251264959573746,1.0,0.1510785073041916,0.95,0.363431379199028,0.8488253319713994
0.017265301197767258,1.0,0.19712181389331818,0.9333333333333333,0.35264652222394943,0.7742594484167518
0.01812230423092842,1.0,0.22760137915611267,0.9333333333333333,0.40812718868255615,0.67926455566905
0.015356921590864658,1.0,0.22844621539115906,0.9333333333333333,0.4181830435991287,0.6710929519918284
0.012355535291135311,1.0,0.19765043258666992,0.9333333333333333,0.3803617060184479,0.7517875383043922
0.012212689034640789,1.0,0.18728414177894592,0.9333333333333333,0.3600764572620392,0.7752808988764046
0.014816238544881344,1.0,0.19709941744804382,0.9333333333333333,0.40851691365242004,0.755873340143003
0.011116942390799522,1.0,0.20764881372451782,0.9333333333333333,0.38239586353302,0.718079673135853
0.010029265657067299,1.0,0.2131490260362625,0.9333333333333333,0.3778131604194641,0.7078651685393258
0.010452238842844963,1.0,0.22019417583942413,0.9333333333333333,0.4410661980509758,0.718079673135853
0.011169479228556156,1.0,0.22614721953868866,0.9333333333333333,0.4387599527835846,0.7058222676200205
0.008951239287853241,1.0,0.22922475636005402,0.9333333333333333,0.370325043797493,0.7191011235955056
0.010330273769795895,1.0,0.2284572273492813,0.9333333333333333,0.426360547542572,0.731358529111338
0.008939037099480629,1.0,0.22870001196861267,0.9333333333333333,0.3911984711885452,0.7589376915219612
0.009818113408982754,1.0,0.2281734049320221,0.9333333333333333,0.40161171555519104,0.7711950970377937
0.008430736139416695,1.0,0.23291544616222382,0.9333333333333333,0.38329921662807465,0.7609805924412666
0.008358671329915524,1.0,0.23423737287521362,0.9333333333333333,0.40462879836559296,0.7671092951991827
0.010302175767719746,1.0,0.23591348528862,0.9333333333333333,0.4089752733707428,0.7711950970377937
0.008796979673206806,1.0,0.23983021080493927,0.9333333333333333,0.39671626687049866,0.7517875383043922
0.009661765769124031,1.0,0.23820561170578003,0.9333333333333333,0.41829559206962585,0.7599591419816139
0.006601046305149794,1.0,0.24168077111244202,0.9333333333333333,0.33699752762913704,0.7354443309499489
0.009354150854051113,1.0,0.24267548322677612,0.9333333333333333,0.43505673110485077,0.7293156281920327
0.007210051640868187,1.0,0.24505546689033508,0.9333333333333333,0.3899029493331909,0.7272727272727273
0.007797642610967159,1.0,0.24329742789268494,0.9333333333333333,0.4006386995315552,0.7456588355464759
0.006283086258918047,1.0,0.24395810067653656,0.9333333333333333,0.4219661355018616,0.7507660878447395
0.01242329552769661,1.0,0.22511371970176697,0.9333333333333333,0.3222566097974777,0.8335035750766087
0.014359311200678349,1.0,0.2354971021413803,0.8833333333333333,0.28914937376976013,0.8212461695607763
0.08332350850105286,0.9944444444444445,0.3101273477077484,0.9333333333333333,0.45638465881347656,0.7446373850868233
0.11122722178697586,0.9833333333333333,0.520086944103241,0.75,0.8951180875301361,0.7466802860061287
0.0809032991528511,1.0,12.228200912475586,0.1,9.180735349655151,0.7936670071501533
0.08783865720033646,0.9888888888888889,5.48115348815918,0.15,4.958198070526123,0.9458631256384065
0.08003305643796921,0.9944444444444445,3.281688928604126,0.4666666666666667,3.508101224899292,0.8753830439223697
0.03945253789424896,0.9944444444444445,2.90726637840271,0.35,3.6311157941818237,0.8232890704800817
0.040657322853803635,0.9944444444444445,2.1912455558776855,0.2833333333333333,2.094046890735626,0.8794688457609806
0.05138038843870163,0.9888888888888889,0.25911644101142883,0.85,0.470139816403389,0.8866189989785495
0.025430627167224884,1.0,0.24610818922519684,0.9333333333333333,0.33778759837150574,0.836567926455567
0.018629981204867363,1.0,0.21399284899234772,0.9333333333333333,0.3335307240486145,0.8406537282941777
0.01794443093240261,1.0,0.15953676402568817,0.9333333333333333,0.3011372983455658,0.8672114402451481
0.013213543221354485,1.0,0.1496870368719101,0.95,0.27736596763134,0.8692543411644534
0.008013663813471794,1.0,0.169810950756073,0.95,0.2555006518959999,0.8733401430030644
0.008356974460184574,1.0,0.17971378564834595,0.95,0.2802286446094513,0.8998978549540346
0.007906637154519558,1.0,0.18578432500362396,0.95,0.2813543975353241,0.8978549540347293
