base_hp_config,subject,pool_type,train_loss_mean,train_acc_mean,val_loss_mean,val_acc_mean,test_loss_mean,test_acc_mean,train_loss_std,train_acc_std,val_loss_std,val_acc_std,test_loss_std,test_acc_std
bs128_lr0.0001_distAE_wd0.01_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,8,single,1.5362274885177611,0.295,1.6044168710708617,0.21600000000000003,1.608257246017456,0.21000000000000002,0.15290852947169822,0.17116837065039534,0.011068938644634832,0.03781534080237807,0.004388248709313998,0.029999999999999992
bs128_lr0.0001_distAE_wd0.01_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,9,pooled,0.2505255103111267,0.9446666666666665,0.48612655997276305,0.82,1.2146089315414428,0.57,0.0937602809367761,0.02753375453672971,0.05282066326614476,0.02345207879911713,0.10183854556883855,0.012247448713915837
bs128_lr0.0001_distAE_wd0.01_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,9,single,0.2557090014219284,0.974,0.5519953727722168,0.828,1.135056245326996,0.596,0.10713377372642092,0.01988159394459546,0.051574875404652554,0.013038404810405314,0.21234608624827656,0.07021395872616781
bs128_lr0.0001_distAE_wd0.01_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,10,pooled,0.5719992280006408,0.8648333333333333,1.394262719154358,0.43,1.500714945793152,0.38,0.21696099648141534,0.07884451999557938,0.04909594962731334,0.06324555320336757,0.10305772179737625,0.05385164807134505
bs128_lr0.0001_distAE_wd0.01_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,10,single,0.3302410274744033,0.9560000000000001,1.4268346071243285,0.41600000000000004,1.4151602029800414,0.422,0.16392542660833748,0.03625909847503416,0.018802004581193427,0.02073644135332772,0.1295477047273039,0.06418722614352486
bs128_lr0.0001_distAE_wd0.01_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,11,pooled,0.3408947587013244,0.9586666666666666,1.2029875755310058,0.508,1.0712857484817504,0.5820000000000001,0.18851690850674352,0.04079760341545133,0.08187491332650633,0.050199601592044556,0.04456025750322715,0.039623225512317894
bs128_lr0.0001_distAE_wd0.01_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,11,single,0.3408947587013244,0.9586666666666666,1.2029875755310058,0.508,1.0712857484817504,0.5820000000000001,0.18851690850674352,0.04079760341545133,0.08187491332650633,0.050199601592044556,0.04456025750322715,0.039623225512317894
bs128_lr0.0001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,1,pooled,0.9134273529052734,0.8043333333333333,0.8986311793327332,0.672,0.8535723090171814,0.6980000000000001,0.17289449575421054,0.07190464364544041,0.03411019985886752,0.01095445115010329,0.0717224925782816,0.050199601592044486
bs128_lr0.0001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,1,single,0.5021858513355255,0.8963333333333333,1.1205209016799926,0.5800000000000001,1.143296980857849,0.606,0.1806894846867645,0.05941146541049311,0.08229202594552146,0.056124860801609125,0.1608137590194714,0.02073644135332774
bs128_lr0.0001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,2,pooled,1.363851797580719,0.7624444444444445,1.0978347301483153,0.592,0.7761142253875732,0.768,0.4938507526880117,0.028959848747985094,0.0845441978768975,0.05118593556827895,0.1277316089316249,0.03114482300479488
