base_hp_config,subject,train_loss_mean_all,train_loss_mean_pooled,train_loss_mean_single,train_acc_mean_all,train_acc_mean_pooled,train_acc_mean_single,val_loss_mean_all,val_loss_mean_pooled,val_loss_mean_single,val_acc_mean_all,val_acc_mean_pooled,val_acc_mean_single,test_loss_mean_all,test_loss_mean_pooled,test_loss_mean_single,test_acc_mean_all,test_acc_mean_pooled,test_acc_mean_single,train_loss_std_all,train_loss_std_pooled,train_loss_std_single,train_acc_std_all,train_acc_std_pooled,train_acc_std_single,val_loss_std_all,val_loss_std_pooled,val_loss_std_single,val_acc_std_all,val_acc_std_pooled,val_acc_std_single,test_loss_std_all,test_loss_std_pooled,test_loss_std_single,test_acc_std_all,test_acc_std_pooled,test_acc_std_single
bs128_lr0.0001_distAE_wd0.01_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse_debugFalse,10,0.13454405423253774,0.13535337150096888,0.04087777733802792,0.9686060606060606,1.0,1.0,0.8506454110145569,1.4721545934677125,1.3672770023345948,0.7060000000000001,0.376,0.41600000000000004,0.7400512337684632,1.4366259813308715,1.3104042053222655,0.726,0.366,0.48,0.26716549633263387,0.07479634099993611,0.027490136272241696,0.07019898256635705,0.0,0.0,0.08526995065313622,0.08745788314503604,0.07167801674375336,0.03286335345030997,0.05856620185738529,0.036469165057620934,0.0845800330855545,0.0890701154699103,0.10499318846449027,0.01516575088810311,0.06503845016603639,0.047434164902525666
bs128_lr0.0001_distAE_wd0.01_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse_debugFalse,11,0.13454405423253774,0.01870710253715512,0.01870710253715512,0.9686060606060606,1.0,1.0,0.8506454110145569,1.0567140340805055,1.0567140340805055,0.7060000000000001,0.5900000000000001,0.5900000000000001,0.7400512337684632,0.8695406675338745,0.8695406675338745,0.726,0.7,0.7,0.26716549633263387,0.002803514939980806,0.002803514939980806,0.07019898256635705,0.0,0.0,0.08526995065313622,0.04179312367174857,0.04179312367174857,0.03286335345030997,0.04301162633521313,0.04301162633521313,0.0845800330855545,0.047818366566753825,0.047818366566753825,0.01516575088810311,0.03807886552931954,0.03807886552931954
bs128_lr0.0001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse_debugFalse,1,0.9601932287216186,0.1886901199817657,0.01710053943097588,0.6491515151515153,0.9979999999999999,1.0,0.8932416558265686,0.7465099930763245,1.0339583516120912,0.658,0.7,0.6279999999999999,0.7160105109214783,0.7720494866371155,0.9090351104736328,0.724,0.734,0.656,0.16133398547316735,0.1375111004202682,0.01109346186209268,0.08706662321389066,0.0026527414191807723,0.0,0.03779855972383851,0.01989750511320889,0.07804121729125878,0.027748873851023207,0.04301162633521314,0.05357238094391551,0.045041631421843656,0.1137592720125936,0.06210374823066987,0.018165902124584972,0.03361547262794325,0.056833088953531265
bs128_lr0.0001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse_debugFalse,2,0.9601932287216186,0.2882817998528481,1.0097439371049404,0.6491515151515153,0.9926666666666668,0.5193333333333333,0.8932416558265686,0.8701220870018005,1.5320318460464477,0.658,0.694,0.332,0.7160105109214783,0.6317345499992371,1.3023996472358703,0.724,0.8019999999999999,0.42200000000000004,0.16133398547316735,0.1370565005277712,0.8734532281779942,0.08706662321389066,0.006965523563847811,0.4387887368148316,0.03779855972383851,0.10482963966194685,0.16544128570015612,0.027748873851023207,0.040373258476372666,0.1657407614318216,0.045041631421843656,0.07470860054684259,0.4475026609475934,0.018165902124584972,0.010954451150103284,0.29852973051272463
bs128_lr0.0001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse_debugFalse,3,0.9601932287216186,0.29231301993131636,0.5202682346105576,0.6491515151515153,0.9289999999999999,0.93,0.8932416558265686,1.4937875986099243,1.4691463947296142,0.658,0.366,0.368,0.7160105109214783,1.6104109764099122,1.5122725009918212,0.724,0.33599999999999997,0.374,0.16133398547316735,0.4723946711852145,0.4106222501453773,0.08706662321389066,0.15876082640248504,0.07937253933193772,0.03779855972383851,0.04797942229696068,0.0343813202779852,0.027748873851023207,0.054129474410897445,0.032710854467592254,0.045041631421843656,0.07098321184674224,0.06529243731042458,0.018165902124584972,0.041593268686170824,0.052249401910452534
bs128_lr0.0001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse_debugFalse,4,0.9601932287216186,1.2185952752828597,1.0638935565948486,0.6491515151515153,0.507,0.524,0.8932416558265686,1.5948893785476685,1.6066318988800048,0.658,0.24000000000000005,0.22800000000000004,0.7160105109214783,1.705074381828308,1.7040030002593993,0.724,0.182,0.20600000000000002,0.16133398547316735,0.5872717010286957,0.8218902939424679,0.08706662321389066,0.327959601170632,0.4346032673600142,0.03779855972383851,0.021616460342146142,0.007749976506697675,0.027748873851023207,0.06363961030678929,0.06379655163094632,0.045041631421843656,0.07850673003724379,0.12857121791032125,0.018165902124584972,0.016431676725154984,0.042190046219457975
bs128_lr0.0001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse_debugFalse,5,0.9601932287216186,1.587089443206787,1.6053343772888184,0.6491515151515153,0.46733333333333327,0.26466666666666666,0.8932416558265686,1.583577561378479,1.6009196281433105,0.658,0.27,0.20400000000000001,0.7160105109214783,1.6375426530838013,1.6080079555511475,0.724,0.242,0.202,0.16133398547316735,0.3381213682636486,0.054522266273875984,0.08706662321389066,0.2954287530829526,0.05605552802554109,0.03779855972383851,0.01810617399412879,0.010844116528292203,0.027748873851023207,0.04636809247747853,0.028809720581775868,0.045041631421843656,0.05115058776792771,0.006604602177772211,0.018165902124584972,0.025884358211089573,0.041472882706655445
bs128_lr0.0001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse_debugFalse,6,0.9601932287216186,0.5224238187074661,0.029467049613594958,0.6491515151515153,0.9975555555555555,1.0,0.8932416558265686,1.0985616445541382,1.1837458610534668,0.658,0.58,0.53,0.7160105109214783,1.3127484798431397,1.383644199371338,0.724,0.5519999999999999,0.476,0.16133398547316735,0.782055367659964,0.03802309483011509,0.08706662321389066,0.002137264895741246,0.0,0.03779855972383851,0.14248720550559785,0.1094639514387688,0.027748873851023207,0.08124038404635957,0.06324555320336758,0.045041631421843656,0.2448373756622961,0.11133111432002996,0.018165902124584972,0.07918333157931667,0.047749345545253306
bs128_lr0.0001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse_debugFalse,7,0.9601932287216186,0.12903249934315678,0.03175778537988658,0.6491515151515153,0.9966666666666667,1.0,0.8932416558265686,1.013349997997284,1.3312722444534302,0.658,0.624,0.476,0.7160105109214783,1.2475486516952514,1.459790301322937,0.724,0.518,0.454,0.16133398547316735,0.09442487771832138,0.024064590140878264,0.08706662321389066,0.005091750772173163,0.0,0.03779855972383851,0.05143538421208759,0.10496478982053407,0.027748873851023207,0.029664793948382694,0.06465291950097847,0.045041631421843656,0.05617993059470587,0.07160950773009543,0.018165902124584972,0.029495762407505288,0.02073644135332769
bs128_lr0.0001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse_debugFalse,8,0.9601932287216186,1.4237633228302002,1.5395323038101196,0.6491515151515153,0.3875555555555555,0.26266666666666666,0.8932416558265686,1.5936739921569825,1.6072754383087158,0.658,0.266,0.21600000000000003,0.7160105109214783,1.622317099571228,1.6078667879104613,0.724,0.21000000000000002,0.23399999999999999,0.16133398547316735,0.12237952373583669,0.10517446699630242,0.08706662321389066,0.06312050008407884,0.07871890920653482,0.03779855972383851,0.014199065260181153,0.005374216532906037,0.027748873851023207,0.032093613071762436,0.016733200530681502,0.045041631421843656,0.017808922988374297,0.005613211186997935,0.018165902124584972,0.03082207001484489,0.019493588689617928
