base_hp_config,subject,pool_type,run_id,pool_size,pool,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc
bs64_lr0.001_distCOV_wd0.01_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,11,single,11,1,11,0.1066523045301437,0.9883333333333332,1.095588445663452,0.57,1.0037068128585815,0.67
bs64_lr0.001_distCOV_wd0.01_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,11,single,12,1,11,0.0365943796932697,0.9983333333333332,1.1281790733337402,0.55,1.068424940109253,0.65
bs64_lr0.001_distCOV_wd0.01_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,11,single,13,1,11,0.0585354082286357,0.9966666666666668,0.9439477920532228,0.65,0.7933411598205566,0.72
bs64_lr0.001_distCOV_wd0.01_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,11,single,14,1,11,0.1137111186981201,0.99,0.9798038005828856,0.62,0.9385501146316528,0.63
bs64_lr0.001_distCOV_wd0.01_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,11,pooled,10,1,11,0.0623725056648254,0.9966666666666668,0.7402470111846924,0.68,0.8034885823726654,0.63
bs64_lr0.001_distCOV_wd0.01_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,11,pooled,11,1,11,0.1066523045301437,0.9883333333333332,1.095588445663452,0.57,1.0037068128585815,0.67
bs64_lr0.001_distCOV_wd0.01_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,11,pooled,12,1,11,0.0365943796932697,0.9983333333333332,1.1281790733337402,0.55,1.068424940109253,0.65
bs64_lr0.001_distCOV_wd0.01_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,11,pooled,13,1,11,0.0585354082286357,0.9966666666666668,0.9439477920532228,0.65,0.7933411598205566,0.72
bs64_lr0.001_distCOV_wd0.01_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,11,pooled,14,1,11,0.1137111186981201,0.99,0.9798038005828856,0.62,0.9385501146316528,0.63
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,1,single,10,1,1,0.246841087937355,0.93,1.1123802661895752,0.58,0.8390703797340393,0.7
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,1,single,11,1,1,0.1513281762599945,0.9616666666666668,1.0322184562683103,0.63,1.084896683692932,0.59
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,1,single,12,1,1,0.9364709258079528,0.6666666666666666,1.172419190406799,0.53,0.965808480978012,0.6
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,1,single,13,1,1,0.1536359190940857,0.9783333333333334,1.0651428699493408,0.67,1.023517906665802,0.65
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,1,single,14,1,1,0.5408154726028442,0.91,1.1256945133209229,0.56,1.101061463356018,0.66
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,1,pooled,10,5,1_7_10_9_3,0.960621416568756,0.606,0.7722954750061035,0.72,0.7231228649616241,0.69
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,1,pooled,11,5,1_7_10_9_3,1.1849939823150637,0.5703333333333334,0.8686953783035278,0.62,0.7176809906959534,0.66
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,1,pooled,12,5,1_7_10_9_3,0.768433690071106,0.769,0.8862857818603516,0.75,0.7717876434326172,0.73
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,1,pooled,13,5,1_7_10_9_3,1.0657280683517456,0.6043333333333333,0.974191188812256,0.58,0.817704439163208,0.65
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,1,pooled,14,5,1_7_10_9_3,1.0140963792800903,0.602,0.6949883699417114,0.75,0.7153895795345306,0.74
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,2,single,10,1,2,0.0567209459841251,0.9783333333333334,0.7241252064704895,0.73,1.0279410481452942,0.7
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,2,single,11,1,2,0.2048411816358566,0.94,0.8125971555709839,0.74,0.7122606337070465,0.79
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,2,single,12,1,2,0.0985700637102127,0.9716666666666668,0.8107281923294067,0.7,1.052461415529251,0.66
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,2,single,13,1,2,0.2613964080810547,0.9333333333333332,0.8008617162704468,0.72,0.7720489203929901,0.75
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,2,single,14,1,2,0.1699313372373581,0.975,1.0945641994476318,0.6,1.0080982744693756,0.69
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,2,pooled,10,3,2_10_5,1.4903682470321655,0.7527777777777778,0.5403969287872314,0.79,0.3920381516218185,0.85
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,2,pooled,11,3,2_10_5,0.4324451386928558,0.7577777777777778,0.5185324549674988,0.79,0.4086126834154129,0.82
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,2,pooled,12,3,2_10_5,1.1663588285446167,0.8694444444444445,0.6660507917404175,0.78,0.4737596213817596,0.82
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,2,pooled,13,3,2_10_5,0.6055399179458618,0.8216666666666667,0.6941360235214233,0.76,0.8534116744995117,0.8
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,2,pooled,14,3,2_10_5,1.206501841545105,0.8555555555555555,0.597589373588562,0.79,0.5801462978124619,0.8
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,3,single,10,1,3,0.6332190036773682,0.8683333333333333,1.5752103328704834,0.32,1.5808247327804563,0.36
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,3,single,11,1,3,0.6545854210853577,0.8166666666666667,1.5968849658966064,0.31,1.5409772992134094,0.36
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,3,single,12,1,3,1.3155499696731567,0.55,1.501736402511597,0.31,1.5417394638061523,0.3
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,3,single,13,1,3,1.3070124387741089,0.515,1.5869274139404297,0.31,1.4941863417625427,0.35
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,3,single,14,1,3,0.571994960308075,0.8166666666666667,1.479433298110962,0.36,1.5474407076835632,0.41
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,3,pooled,10,7,3_6_10_11_4_8_2,0.9609718322753906,0.5311904761904762,1.2558917999267578,0.44,1.4909713864326477,0.34
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,3,pooled,11,7,3_6_10_11_4_8_2,1.2423650026321411,0.5730952380952381,1.3577189445495603,0.47,1.5440349578857422,0.32
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,3,pooled,12,7,3_6_10_11_4_8_2,0.8075341582298279,0.6854761904761905,1.4325110912322998,0.4,1.5022354125976562,0.35
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,3,pooled,13,7,3_6_10_11_4_8_2,1.000664472579956,0.599047619047619,1.3066506385803225,0.46,1.3606277704238892,0.46
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,3,pooled,14,7,3_6_10_11_4_8_2,1.0200512409210205,0.560952380952381,1.3375446796417236,0.36,1.4138696789741516,0.45
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,4,single,10,1,4,1.6055384874343872,0.275,1.6054410934448242,0.2,1.612630546092987,0.2
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,4,single,11,1,4,1.6340126991271973,0.215,1.609119176864624,0.2,1.607074797153473,0.19
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,4,single,12,1,4,1.5308451652526855,0.3166666666666666,1.6041181087493896,0.2,1.6230298280715942,0.2
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,4,single,13,1,4,1.6527177095413208,0.2283333333333333,1.6137182712554932,0.18,1.6149412393569946,0.21
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,4,single,14,1,4,1.5545947551727295,0.2516666666666666,1.602925181388855,0.21,1.6078428626060486,0.16
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,4,pooled,10,2,4_10,1.512616753578186,0.2375,1.5977108478546145,0.2,1.6249616742134094,0.15
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,4,pooled,11,2,4_10,1.6838315725326538,0.23,1.6180415153503418,0.16,1.6192200183868408,0.16
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,4,pooled,12,2,4_10,1.5955637693405151,0.2141666666666666,1.6012983322143557,0.21,1.6051974892616272,0.2
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,4,pooled,13,2,4_10,1.637472152709961,0.2466666666666666,1.6013368368148804,0.2,1.6026121377944946,0.19
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,4,pooled,14,2,4_10,1.619590163230896,0.1666666666666666,1.610343337059021,0.21,1.610740840435028,0.19
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,5,single,10,1,5,1.730335354804993,0.1766666666666666,1.6087329387664795,0.2,1.6081320643424988,0.2
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,5,single,11,1,5,1.6726868152618408,0.2083333333333333,1.612279176712036,0.2,1.6229363679885864,0.2
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,5,single,12,1,5,1.593611240386963,0.2433333333333333,1.5974140167236328,0.24,1.604123592376709,0.24
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,5,single,13,1,5,1.6368141174316406,0.2266666666666666,1.5925300121307373,0.14,1.6051575541496277,0.2
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,5,single,14,1,5,1.5944844484329224,0.245,1.6010870933532717,0.21,1.6023129224777222,0.22
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,5,pooled,10,3,5_9_6,0.7952872514724731,0.5994444444444444,1.5284578800201416,0.32,1.6257368922233582,0.27
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,5,pooled,11,3,5_9_6,1.674150466918945,0.2688888888888889,1.592543125152588,0.25,1.6070890426635742,0.24
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,5,pooled,12,3,5_9_6,1.5631043910980225,0.2288888888888889,1.5883629322052002,0.21,1.6154860258102417,0.21
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,5,pooled,13,3,5_9_6,1.5288804769515991,0.5538888888888889,1.5824799537658691,0.34,1.8741837739944456,0.21
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,5,pooled,14,3,5_9_6,1.7261265516281128,0.2355555555555555,1.588931918144226,0.23,1.6160688400268557,0.25
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,6,single,10,1,6,0.0396004058420658,0.9933333333333332,1.014354228973389,0.61,1.4810857772827148,0.48
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,6,single,11,1,6,0.0066128256730735,1.0,1.0777604579925537,0.59,1.433402240276337,0.54
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,6,single,12,1,6,0.0116517748683691,0.9983333333333332,1.1236357688903809,0.61,1.5968424081802368,0.5
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,6,single,13,1,6,0.0314489379525184,0.9983333333333332,1.187941074371338,0.54,1.8815299272537231,0.47
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,6,single,14,1,6,0.6294135451316833,0.865,1.250549077987671,0.53,1.4649789929389954,0.5
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,6,pooled,10,3,6_5_10,0.0979887992143631,0.8911111111111111,0.7381471991539001,0.72,1.010862946510315,0.64
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,6,pooled,11,3,6_5_10,0.930617094039917,0.6733333333333333,0.8980929851531982,0.64,0.9008151590824128,0.63
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,6,pooled,12,3,6_5_10,0.5230180621147156,0.9327777777777778,0.6622616052627563,0.78,1.2529957294464111,0.57
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,6,pooled,13,3,6_5_10,0.0561149790883064,0.8966666666666666,0.7507951855659485,0.71,1.098564624786377,0.61
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,6,pooled,14,3,6_5_10,0.284434050321579,0.78,0.7266411781311035,0.74,1.0481687486171722,0.62
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,7,single,10,1,7,0.6846578121185303,0.7966666666666666,1.3515188694000244,0.44,1.6587796211242676,0.39
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,7,single,11,1,7,0.64628005027771,0.89,1.2746858596801758,0.5,1.5381888151168823,0.39
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,7,single,12,1,7,0.4662108123302459,0.8716666666666667,1.4750794172286987,0.41,1.6267884969711304,0.48
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,7,single,13,1,7,0.6069681644439697,0.8166666666666667,1.2904740571975708,0.47,1.4279121160507202,0.47
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,7,single,14,1,7,0.5525568127632141,0.86,1.3142104148864746,0.44,1.4634628295898438,0.45
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,7,pooled,10,1,7,0.6846578121185303,0.7966666666666666,1.3515188694000244,0.44,1.6587796211242676,0.39
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,7,pooled,11,1,7,0.64628005027771,0.89,1.2746858596801758,0.5,1.5381888151168823,0.39
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,7,pooled,12,1,7,0.4662108123302459,0.8716666666666667,1.4750794172286987,0.41,1.6267884969711304,0.48
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,7,pooled,13,1,7,0.6069681644439697,0.8166666666666667,1.2904740571975708,0.47,1.4279121160507202,0.47
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,7,pooled,14,1,7,0.5525568127632141,0.86,1.3142104148864746,0.44,1.4634628295898438,0.45
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,8,single,10,1,8,1.5670510530471802,0.2666666666666666,1.607231616973877,0.17,1.6134510040283203,0.18
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,8,single,11,1,8,1.6624354124069214,0.1883333333333333,1.605061173439026,0.19,1.607271134853363,0.19
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,8,single,12,1,8,1.581817626953125,0.27,1.6073787212371826,0.21,1.6059283018112185,0.19
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,8,single,13,1,8,1.567945957183838,0.265,1.608542799949646,0.21,1.6142572164535522,0.2
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,8,single,14,1,8,1.4641414880752563,0.4683333333333333,1.5931673049926758,0.26,1.6102011799812317,0.25
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,8,pooled,10,4,8_4_7_10,1.5473079681396484,0.3129166666666667,1.5865682363510132,0.25,1.6851062178611755,0.23
bs64_lr0.001_distCOV_wd0.001_filterlen40_learndecoderFalse_schedulerTrue_windows0_dropout0.0_loralr0.0_preprocessorFalse_preencoderFalse_cutfillFalse_learnpredecoderFalse_learnloraFalse,8,pooled,11,4,8_4_7_10,1.5623302459716797,0.2466666666666666,1.6071252822875977,0.24,1.594352304935455,0.29
